+----------------------------------------------------------------------------------------------------------------------+--------+
|                                                        title                                                         | rating |
| Qarantina                                                                                                            | 6.3    |
| Si Agimat at si Enteng Kabisote                                                                                      | 5.4    |
| Vorobey                                                                                                              | 6.3    |
| Six Degrees of Celebration                                                                                           | 6.2    |
| Zaytsev, zhgi! Istoriya shoumena                                                                                     | 4.1    |
| Dalaw                                                                                                                | 5.5    |
| Elysium                                                                                                              | 6.0    |
| Kagit                                                                                                                | 6.1    |
| Kurdish Lover                                                                                                        | 7.3    |
| Lotto                                                                                                                | 5.0    |
| Memleket meselesi                                                                                                    | 5.9    |
| My Amnesia Girl                                                                                                      | 6.8    |
| Nainsukh                                                                                                             | 7.3    |
| Palmetto Haunting                                                                                                    | 5.5    |
| The Mountain                                                                                                         | 6.1    |
| Vixens of Virtue, Vixens of Vice                                                                                     | 7.2    |
| Çakallarla Dans                                                                                                      | 5.6    |
| Sniadanie do lózka                                                                                                   | 4.5    |
| A Spaniard's Tale                                                                                                    | 6.9    |
| Banshiwala                                                                                                           | 7.3    |
| Belleville-Tokyo                                                                                                     | 5.3    |
| Blackmail Boys                                                                                                       | 4.2    |
| Daybreak                                                                                                             | 7.9    |
| I, Giannoulis Chalepas                                                                                               | 7.6    |
| Incident                                                                                                             | 3.8    |
| Lionel                                                                                                               | 6.0    |
| Living Skin                                                                                                          | 8.1    |
| Nandalala                                                                                                            | 7.4    |
| The Samba Within Me                                                                                                  | 7.6    |
| På rejse med kamera og Kalashnikov                                                                                   | 6.6    |
| Retorno                                                                                                              | 4.7    |
| Rio Sonata: Nana Caymmi                                                                                              | 7.5    |
| Sieben Nächte am See                                                                                                 | 7.7    |
| Slednecks 13                                                                                                         | 8.6    |
| Spuren ins Nichts - Der Dirigent Carlos Kleiber                                                                      | 8.2    |
| The Wizard of Agni                                                                                                   | 8.6    |
| Tony Tag Makes It to Hollywood                                                                                       | 7.9    |
| Venid a las cloacas: La historia de la Banda Trapera del Río                                                         | 7.4    |
| Zaustavljeni Glas                                                                                                    | 8.2    |
| Blood and Love                                                                                                       | 5.5    |
| Das Schiff des Torjägers                                                                                             | 6.6    |
| Love Addiction                                                                                                       | 5.7    |
| Bleach the Movie: Hell Verse                                                                                         | 7.4    |
| Off the Beaten Track                                                                                                 | 8.2    |
| Pope Michael                                                                                                         | 7.7    |
| Pretruniga vesture                                                                                                   | 7.6    |
| Resurrection                                                                                                         | 3.4    |
| Salaam Isfahan                                                                                                       | 6.1    |
| Señora Maestra                                                                                                       | 3.1    |
| Small Change                                                                                                         | 7.0    |
| Un arma cargada de futuro                                                                                            | 6.8    |
| Year Without a Summer                                                                                                | 6.4    |
| 37 Memories                                                                                                          | 7.6    |
| Achin Pakhi                                                                                                          | 7.4    |
| By Miracle                                                                                                           | 6.4    |
| Basquiat, Une Vie                                                                                                    | 7.2    |
| Farewell Baghdad                                                                                                     | 5.8    |
| Furious Love                                                                                                         | 8.2    |
| Journey to Paradise                                                                                                  | 3.8    |
| Once Upon Our Time                                                                                                   | 9.1    |
| Late Rounders                                                                                                        | 6.7    |
| Lilay: Darling of the Crowd                                                                                          | 6.9    |
| Rockin' the Wall                                                                                                     | 7.9    |
| Ruby Skye P.I.: The Spam Scam                                                                                        | 8.5    |
| Cyrano Agency                                                                                                        | 6.5    |
| Station House                                                                                                        | 7.8    |
| The Hitch                                                                                                            | 6.4    |
| Positive Stories                                                                                                     | 6.7    |
| Aku Masih Dara                                                                                                       | 4.5    |
| Aku Tak Bodoh                                                                                                        | 5.8    |
| Bots High                                                                                                            | 9.3    |
| Damping Malam                                                                                                        | 3.9    |
| Erik: Portrait of a Living Corpse                                                                                    | 4.8    |
| Hantu Kak Limah Balik Rumah                                                                                          | 6.7    |
| Janin                                                                                                                | 5.4    |
| Montevideo                                                                                                           | 6.1    |
| Frost                                                                                                                | 3.8    |
| Tuesday                                                                                                              | 5.8    |
| 300 Killers                                                                                                          | 2.1    |
| Boleto al paraíso                                                                                                    | 6.4    |
| Five Pounds                                                                                                          | 4.1    |
| Mad Bastards                                                                                                         | 6.7    |
| Maytland                                                                                                             | 6.5    |
| Nessuna speranza nessuna paura                                                                                       | 5.9    |
| A Few Days of Respite                                                                                                | 5.9    |
| The Watchers                                                                                                         | 7.2    |
| Alfredo Li Gotti Una pasión cinéfila                                                                                 | 8.0    |
| Eternity                                                                                                             | 2.5    |
| Last Caress                                                                                                          | 4.8    |
| Love Tales                                                                                                           | 5.5    |
| Tist' dan v tednu                                                                                                    | 8.6    |
| Adi ask bu eziyetin                                                                                                  | 6.9    |
| Hermoso Silencio                                                                                                     | 8.4    |
| I Am the Queen                                                                                                       | 6.8    |
| Kamen Rider Movie War Core: Kamen Rider vs. Kamen Rider OOO & W Featuring Skull                                      | 6.7    |
| Numb                                                                                                                 | 8.4    |
| Forget Me Not                                                                                                        | 4.8    |
| Takumi-kun Series: Pure                                                                                              | 6.1    |
| Tarrafal                                                                                                             | 7.0    |
| 77 Steps                                                                                                             | 8.4    |
| Le premier rasta                                                                                                     | 6.2    |
| The Confession of Andrei Serban                                                                                      | 7.7    |
| The Weight of Chains                                                                                                 | 8.3    |
| Aung San Suu Kyi: Lady of No Fear                                                                                    | 6.5    |
| Bijelo Dugme                                                                                                         | 8.5    |
| Blood of Braves                                                                                                      | 7.3    |
| Cocapop                                                                                                              | 5.8    |
| Darklands                                                                                                            | 7.4    |
| Dish: Women, Waitressing & the Art of Service                                                                        | 7.9    |
| Empire North                                                                                                         | 6.8    |
| Father Jejemon                                                                                                       | 5.7    |
| Guibert cinéma                                                                                                       | 3.6    |
| José and Pilar                                                                                                       | 8.3    |
| Night Shifts                                                                                                         | 7.3    |
| O Coro                                                                                                               | 6.3    |
| Pablo de Tarso: El último viaje                                                                                      | 7.1    |
| Poor Wee Me                                                                                                          | 7.5    |
| Haze                                                                                                                 | 5.4    |
| Shake Rattle and Roll 12                                                                                             | 6.0    |
| Single Creek                                                                                                         | 6.5    |
| The Acceptance                                                                                                       | 7.7    |
| The Battle for Barking                                                                                               | 6.9    |
| The Electro Wars                                                                                                     | 5.5    |
| The Enid: Live at Town Hall, Birmingham                                                                              | 8.0    |
| Because We Are Visual                                                                                                | 7.9    |
| The Last Four                                                                                                        | 7.4    |
| Las Caras del Diablo                                                                                                 | 6.2    |
| Le président                                                                                                         | 7.1    |
| Our Father Takes a Bride                                                                                             | 8.3    |
| The Digital Bomb                                                                                                     | 5.3    |
| Anacapa                                                                                                              | 7.1    |
| Fem fatale                                                                                                           | 6.7    |
| Giorgos Bagiokis, a Real Greek God!                                                                                  | 7.1    |
| Hantu Tanah Kusir                                                                                                    | 4.4    |
| London Virginia                                                                                                      | 8.1    |
| Pengakuan Seorang Pelacur                                                                                            | 5.6    |
| Pengantin Sunat                                                                                                      | 3.1    |
| Revolution of Everyday Life                                                                                          | 5.0    |
| Some Called Them Baby Killers... We Call Them Heroes                                                                 | 8.2    |
| Susah Jaga Keperawanan di Jakarta                                                                                    | 4.7    |
| We're All in This Together                                                                                           | 8.3    |
| Wimbledon Official Film 2010                                                                                         | 9.2    |
| Yemaindi Ee Vela                                                                                                     | 5.3    |
| Zvorykin-Muromets                                                                                                    | 7.6    |
| Aquaponics Secrets                                                                                                   | 8.2    |
| Babicka aneb jak to bylo doopravdy                                                                                   | 5.0    |
| Glenn - Över Sjö & Strand                                                                                            | 4.5    |
| La bani, la cap, la oase                                                                                             | 5.8    |
| Permaculture Soils                                                                                                   | 8.3    |
| Viola                                                                                                                | 6.3    |
| Wishes Fulfilled! an Exclusive Cinema Event with Dr. Wayne W. Dyer                                                   | 7.8    |
| Battle of the Bagpipes                                                                                               | 9.0    |
| Field Guide to November Days                                                                                         | 5.1    |
| Gauragangur                                                                                                          | 5.7    |
| The Big 4: Live from Sofia, Bulgaria                                                                                 | 8.6    |
| Mitti                                                                                                                | 8.3    |
| The Dinner Party                                                                                                     | 5.8    |
| The Sultry Assassin: The Aphrodisiac Kill                                                                            | 5.4    |
| Ground Zero                                                                                                          | 4.5    |
| Unconditional Love                                                                                                   | 4.1    |
| Askin ikinci yarisi                                                                                                  | 4.5    |
| The Assault                                                                                                          | 6.1    |
| The Sentinel's Flight                                                                                                | 6.4    |
| Wes and Ella                                                                                                         | 6.1    |
| Argentina y su fábrica de fútbol                                                                                     | 6.7    |
| CERN, or The Factory for the Absolute                                                                                | 7.4    |
| Adjusting Honor                                                                                                      | 6.0    |
| Brod                                                                                                                 | 4.3    |
| End of Animal                                                                                                        | 5.7    |
| Rainy Seasons                                                                                                        | 4.9    |
| Father Is a Dog                                                                                                      | 6.2    |
| Finisterrae                                                                                                          | 6.5    |
| Inazuma Eleven: The Movie                                                                                            | 6.9    |
| HIV: Si Heidi, si Ivy at si V                                                                                        | 7.5    |
| Hyper Parents & Coddled Kids                                                                                         | 7.2    |
| Riding the Stallion of a Dream                                                                                       | 8.2    |
| Kano: An American and His Harem                                                                                      | 6.7    |
| The House under the Water                                                                                            | 6.2    |
| Omdat wij mooi waren                                                                                                 | 7.3    |
| Fafner: Heaven and Earth                                                                                             | 6.4    |
| We Had a Dream                                                                                                       | 7.7    |
| The High Life                                                                                                        | 5.2    |
| National Theatre Live: A Disappearing Number                                                                         | 8.4    |
| National Theatre Live: Hamlet                                                                                        | 7.4    |
| National Theatre Live: Nation                                                                                        | 8.7    |
| Aalasyam Amrutham                                                                                                    | 5.4    |
| Almost There                                                                                                         | 8.3    |
| If I Should Fall                                                                                                     | 9.5    |
| Låt den rätte komma ut                                                                                               | 4.4    |
| Mysteries of the Jesus Prayer                                                                                        | 7.9    |
| The Great Intervention                                                                                               | 8.4    |
| Wolf Cabin                                                                                                           | 5.4    |
| Alzheimer's                                                                                                          | 6.5    |
| The Sheffield Affair                                                                                                 | 8.0    |
| How to Kill Your Boss                                                                                                | 7.6    |
| My Friend Ganesha 3                                                                                                  | 4.8    |
| Orr Eravuu                                                                                                           | 7.8    |
| How Not to Rescue a Princess                                                                                         | 6.4    |
| Warrior Showdown                                                                                                     | 6.4    |
| Zona turbulentnosti                                                                                                  | 6.7    |
| 1915 Armenian Genocide                                                                                               | 4.6    |
| Is Everybody Happy?                                                                                                  | 7.8    |
| Leaving Baghdad                                                                                                      | 7.0    |
| Telling Amy's Story                                                                                                  | 8.1    |
| The Road Less Traveled                                                                                               | 6.4    |
| Enemy at the Dead End                                                                                                | 6.5    |
| Kathi Kanta Rao                                                                                                      | 6.5    |
| Less                                                                                                                 | 7.1    |
| Life of the Party: Vol. II                                                                                           | 8.6    |
| The Way of the Heart                                                                                                 | 6.3    |
| Joanna                                                                                                               | 6.9    |
| Per/Versions                                                                                                         | 7.4    |
| American Coup                                                                                                        | 7.5    |
| Broken Tail                                                                                                          | 8.1    |
| Back to Your Arms                                                                                                    | 6.9    |
| The Official 3D 2010 FIFA World Cup Film                                                                             | 6.7    |
| Kellafate                                                                                                            | 5.7    |
| Theo                                                                                                                 | 7.4    |
| Whatever Makes You Happy                                                                                             | 6.5    |
| The Start of Dreams                                                                                                  | 8.6    |
| Dragons or Dinosaurs?                                                                                                | 5.4    |
| Shedin Dekha Hoyechilo                                                                                               | 5.2    |
| Ich bin eine Terroristin                                                                                             | 6.1    |
| At the Edge of Russia                                                                                                | 7.0    |
| Lobotomiya                                                                                                           | 7.4    |
| The Festival                                                                                                         | 6.3    |
| Zwerbowana milosc                                                                                                    | 6.2    |
| Los abrazos del río                                                                                                  | 6.8    |
| Novena                                                                                                               | 7.0    |
| Man with No Name                                                                                                     | 7.6    |
| Copper Age                                                                                                           | 5.6    |
| Karma                                                                                                                | 6.0    |
| The Journals of Musan                                                                                                | 6.9    |
| No. 89 Shimen Road                                                                                                   | 6.8    |
| The Way He Makes Them Feel: A Michael Jackson Fan Documentary                                                        | 8.9    |
| Bodysnatchers of New York                                                                                            | 7.0    |
| The Great American Moon Rock Caper                                                                                   | 7.8    |
| Yagi no bouken                                                                                                       | 7.0    |
| Mee Sindhutai Sapkal                                                                                                 | 7.0    |
| Gold and Copper                                                                                                      | 7.2    |
| South of New York                                                                                                    | 4.5    |
| Bedankt & Merci                                                                                                      | 7.8    |
| Behind the Scenes                                                                                                    | 8.5    |
| Blood Calls You                                                                                                      | 5.0    |
| Cairo Exit                                                                                                           | 6.5    |
| Center of Nowhere                                                                                                    | 4.3    |
| Gav-n                                                                                                                | 5.6    |
| Green Day: 21st Century Breakdown                                                                                    | 8.4    |
| I Am Kalam                                                                                                           | 8.0    |
| Kara Tointon: Don't Call Me Stupid                                                                                   | 8.1    |
| The Women on the 6th Floor                                                                                           | 7.1    |
| Mama                                                                                                                 | 4.9    |
| Food and the Maiden                                                                                                  | 5.9    |
| Distant Thunder                                                                                                      | 5.8    |
| Mr. Sin: The Abe Saffron Story                                                                                       | 5.6    |
| My Heart of Darkness                                                                                                 | 6.4    |
| Satisfaktsiya                                                                                                        | 6.1    |
| Son of God                                                                                                           | 6.9    |
| The Savoy                                                                                                            | 7.2    |
| Tu Tha Mun Jauchi Rushi                                                                                              | 6.2    |
| Affection/Affectation                                                                                                | 6.9    |
| Ageroland                                                                                                            | 9.2    |
| Amin                                                                                                                 | 4.4    |
| Annarakkannanum Thannalayathu                                                                                        | 3.8    |
| Band on the Search                                                                                                   | 7.7    |
| Behind the Red Motel Door                                                                                            | 8.1    |
| Concrete Pharaohs                                                                                                    | 7.8    |
| Blood Song                                                                                                           | 6.6    |
| Book Smugglers                                                                                                       | 8.5    |
| Chickens in the Shadows                                                                                              | 8.4    |
| Coal in the Soul                                                                                                     | 7.1    |
| Dampi                                                                                                                | 6.2    |
| Home and Away                                                                                                        | 6.2    |
| L'affare Bonnard                                                                                                     | 6.6    |
| Manmadhan Ambu                                                                                                       | 5.6    |
| Mansara                                                                                                              | 7.2    |
| Super                                                                                                                | 8.1    |
| The Day Before Disclosure                                                                                            | 7.0    |
| The Race-ist                                                                                                         | 3.1    |
| Vsyo v poryadke, mama!                                                                                               | 6.8    |
| Welcome Home America: Spirit of Venice                                                                               | 5.8    |
| Bhoot and Friends                                                                                                    | 5.1    |
| Can 1?                                                                                                               | 9.1    |
| Kaalo                                                                                                                | 3.5    |
| La Vigilia                                                                                                           | 3.9    |
| Liefling                                                                                                             | 5.6    |
| Herman Finkers: Liever dan geluk                                                                                     | 8.1    |
| Mala matura 1947                                                                                                     | 6.4    |
| Myra                                                                                                                 | 6.2    |
| Nie ten czlowiek                                                                                                     | 5.0    |
| Sneha Geetham                                                                                                        | 6.4    |
| Trzy minuty. 21:37                                                                                                   | 6.3    |
| Will the Real Terrorist Please Stand Up?                                                                             | 7.5    |
| Folks                                                                                                                | 6.4    |
| Mighty Jerome                                                                                                        | 7.3    |
| Sultanin Sirri                                                                                                       | 4.6    |
| The War You Don't See                                                                                                | 8.4    |
| Võitlused Leegionis                                                                                                  | 7.2    |
| Adv. Lakshmanan Ladies Only                                                                                          | 2.3    |
| Untangle                                                                                                             | 6.3    |
| If You Are the One 2                                                                                                 | 5.9    |
| Marriage with a Liar                                                                                                 | 5.1    |
| Haunted Changi                                                                                                       | 5.1    |
| Lamp Post Lane                                                                                                       | 7.6    |
| Les palmiers blessés                                                                                                 | 8.9    |
| Sick and Sicker                                                                                                      | 4.4    |
| The Key                                                                                                              | 4.2    |
| Wind Blast                                                                                                           | 5.1    |
| Grandma, a Thousand Times                                                                                            | 7.6    |
| Belgrano                                                                                                             | 6.4    |
| Betrayed                                                                                                             | 7.3    |
| Chikku Bukku                                                                                                         | 4.2    |
| Grande Hotel                                                                                                         | 7.4    |
| In Redemption                                                                                                        | 6.1    |
| Legion of Evil                                                                                                       | 3.5    |
| My Lai Four                                                                                                          | 3.4    |
| Sure Shot Dombrowski 2: The Coaching Years                                                                           | 4.3    |
| The Holy Wives                                                                                                       | 8.0    |
| The Other Chelsea: A Story from Donetsk                                                                              | 7.7    |
| When Playboys Ruled the World                                                                                        | 8.4    |
| Who Killed Captain Alex?                                                                                             | 8.1    |
| Bad Hero                                                                                                             | 8.3    |
| Bang Rajan 2                                                                                                         | 5.5    |
| Miss Staff Sergeant                                                                                                  | 5.3    |
| Great White Life                                                                                                     | 7.2    |
| Headshots                                                                                                            | 5.3    |
| Tomorrow Will Be Better                                                                                              | 7.1    |
| Latvian Rose                                                                                                         | 6.6    |
| Man of Vendetta                                                                                                      | 6.4    |
| Piercing I                                                                                                           | 6.8    |
| The Anguish                                                                                                          | 6.5    |
| The Fighter's Ballad                                                                                                 | 7.8    |
| Welcome to Dreadville V: Souls of Mischief                                                                           | 7.1    |
| Abuelos                                                                                                              | 7.0    |
| Broker                                                                                                               | 7.2    |
| Cranberry Island                                                                                                     | 5.4    |
| The Red Room                                                                                                         | 6.1    |
| El paseo                                                                                                             | 3.5    |
| Els monstres de ca meva (Los monstruos de mi casa)                                                                   | 8.2    |
| Emil                                                                                                                 | 5.5    |
| Flip, Flop, and Fly, 40 Years of the Downchild Blues Band                                                            | 7.5    |
| Season Two                                                                                                           | 8.2    |
| Joffa: The Movie                                                                                                     | 5.2    |
| Kalavani                                                                                                             | 7.1    |
| Moner Manush                                                                                                         | 7.9    |
| NICK: Biography of a Determined Man                                                                                  | 6.8    |
